2022-08-29,S,7
2022-08-30,SS,8
2022-08-31,SSS,9
2022-09-01,A,0
2022-09-02,B,0
2022-09-06,C,0
2022-09-07,D,0
2022-09-08,E,0
2022-09-09,F,0
2022-09-12,G,0
2022-09-13,H,0
2022-09-14,A,0
2022-09-15,B,0
2022-09-16,C,0
2022-09-19,D,0
2022-09-20,E,0
2022-09-21,F,4
2022-09-22,G,0
2022-09-23,H,1
2022-09-27,A,0
2022-09-28,B,0
2022-09-29,C,0
2022-09-30,D,0
2022-10-03,E,0
2022-10-04,F,0
2022-10-06,G,0
2022-10-07,H,5
2022-10-10,A,0
2022-10-11,B,0
2022-10-12,C,4
2022-10-13,D,0
2022-10-14,E,0
2022-10-17,F,0
2022-10-18,G,0
2022-10-19,H,0
2022-10-20,A,0
2022-10-21,B,0
2022-10-24,C,0
2022-10-25,D,0
2022-10-26,E,4
2022-10-27,F,0
2022-10-28,G,0
2022-10-31,H,0
2022-11-01,A,0
2022-11-02,B,0
2022-11-03,C,0
2022-11-04,D,0
2022-11-07,E,0
2022-11-09,F,4
2022-11-10,G,0
2022-11-11,H,0
2022-11-14,A,0
2022-11-15,B,0
2022-11-16,C,1
2022-11-17,D,1
2022-11-18,E,0
2022-11-21,F,0
2022-11-22,G,0
2022-11-23,H,1
2022-11-28,A,0
2022-11-29,B,0
2022-11-30,C,0
2022-12-01,D,0
2022-12-02,E,0
2022-12-05,F,0
2022-12-06,G,0
2022-12-07,H,4
2022-12-08,A,0
2022-12-09,B,0
2022-12-12,C,0
2022-12-13,D,0
2022-12-15,E,0
2022-12-16,F,0
2022-12-19,G,0
2022-12-20,H,0
2022-12-21,A,4
2022-12-22,B,0
2022-12-23,C,1
2023-01-03,D,0
2023-01-04,E,4
2023-01-05,F,0
2023-01-06,G,0
2023-01-09,H,0
2023-01-10,A,0
2023-01-11,B,0
2023-01-12,C,0
2023-01-13,D,1
2023-01-17,M1,3
2023-01-18,M2,3
2023-01-19,M3,3
2023-01-20,M4,3
2023-01-23,E,0
2023-01-24,F,0
2023-01-25,G,0
2023-01-26,H,0
2023-01-27,A,0
2023-01-30,B,0
2023-01-31,C,0
2023-02-01,D,4
2023-02-02,E,0
2023-02-03,F,0
2023-02-06,G,0
2023-02-07,H,0
2023-02-08,A,0
2023-02-09,B,0
2023-02-10,C,0
2023-02-13,D,0
2023-02-14,E,0
2023-02-15,F,0
2023-02-16,G,0
2023-02-17,H,1
2023-02-22,A,4
2023-02-23,B,0
2023-02-24,C,0
2023-02-25,D,0
2023-02-28,E,0
2023-03-01,F,0
2023-03-02,G,0
2023-03-03,H,0
2023-03-06,A,0
2023-03-07,B,0
2023-03-08,C,5
2023-03-09,D,0
2023-03-10,E,0
2023-03-13,F,0
2023-03-14,G,0
2023-03-15,H,4
2023-03-16,A,1
2023-03-17,B,0
2023-03-20,C,0
2023-03-21,D,0
2023-03-22,E,0
2023-03-23,F,0
2023-03-24,G,0
2023-03-27,H,0
2023-03-28,A,0
2023-03-29,B,4
2023-03-30,C,0
2023-03-31,D,0
2023-04-03,E ,0
2023-04-04,F,0
2023-04-05,G,0
2023-04-06,H,0
2023-04-17,A,0
2023-04-18,B,0
2023-04-19,C,4
2023-04-20,D,0
2023-04-21,E,0
2023-04-24,F,0
2023-04-25,G,0
2023-04-26,H,0
2023-04-27,A,0
2023-04-28,B,0
2023-05-01,C,0
2023-05-02,D,0
2023-05-03,E,0
2023-05-04,F,0
2023-05-05,G,0
2023-05-08,H,0
2023-05-09,A,0
2023-05-10,B,4
2023-05-11,C,0
2023-05-12,D,0
2023-05-15,E,0
2023-05-16,F,0
2023-05-17,G,0
2023-05-18,H,0
2023-05-19,A,0
2023-05-22,B,0
2023-05-23,C,0
2023-05-24,D,4
2023-05-25,E,0
2023-05-26,F,1
2023-05-30,G,0
2023-05-31,H,0
2023-06-01,A,0
2023-06-02,B,0
2023-06-05,Y1,3
2023-06-06,Y2,3
2023-06-07,Y3,3
2023-06-08,Y4,3
